,size_decile,pre_beta_decile,n_firms,mean_lnME,mean_pre_beta,Date
94,10,5,6,13.64147872554602,1.139299040692034,1999-06-30
95,10,6,7,14.027067999950848,1.2123229903203683,1999-06-30
96,10,7,6,13.773946201203119,1.3224951655212827,1999-06-30
97,10,8,6,13.59847612491734,1.4254348746075962,1999-06-30
98,10,9,6,13.707990231954602,1.517917276089059,1999-06-30
99,10,10,6,13.514563809498027,1.8228722395163006,1999-06-30
100,1,1,8,7.3960056125532345,0.38890862080414756,2000-06-30
101,1,2,6,7.599324902169054,0.7810830814752912,2000-06-30
102,1,3,6,7.754715795971337,1.0233566322916041,2000-06-30
103,1,4,6,7.675704483910743,1.210629117720218,2000-06-30
104,1,5,6,7.4084250724669465,1.3456946839913433,2000-06-30
105,1,6,6,7.8192354536510145,1.4503933394311783,2000-06-30
106,1,7,6,7.573017322850603,1.641963252940324,2000-06-30
107,1,8,6,7.469917970834782,1.781804315016872,2000-06-30
108,1,9,6,7.393510800626785,1.956497890587998,2000-06-30
109,1,10,6,7.658561019877468,2.23882839850063,2000-06-30
110,2,1,18,8.785792089775404,0.17658653802668137,2000-06-30
111,2,2,8,8.822414093316732,0.6957373862067632,2000-06-30
112,2,3,8,8.814701129138196,0.8650989475629883,2000-06-30
113,2,4,6,8.533646892198197,0.9943888241946518,2000-06-30
114,2,5,7,8.744976580323048,1.0908866285158543,2000-06-30
115,2,6,6,8.6887113402921,1.1569686497819884,2000-06-30
116,2,7,6,8.697861217323158,1.241703781530112,2000-06-30
117,2,8,7,8.88360753229768,1.4111028401291972,2000-06-30
118,2,9,6,8.665668712259096,1.6652205834617038,2000-06-30
119,2,10,8,8.537706862084129,2.4256835079218977,2000-06-30
120,3,1,22,9.367844061222222,0.16959656358425315,2000-06-30
121,3,2,8,9.357482816687154,0.6969020571287319,2000-06-30
122,3,3,8,9.340103677800105,0.8982758826217533,2000-06-30
123,3,4,7,9.406838516497936,1.0132556345085966,2000-06-30
124,3,5,7,9.299685310850679,1.1283101436045153,2000-06-30
125,3,6,6,9.25862529925642,1.2845663609131506,2000-06-30
126,3,7,7,9.368115447332984,1.41237199043294,2000-06-30
127,3,8,7,9.408430339490698,1.5812019519071758,2000-06-30
128,3,9,6,9.229579202748658,1.7458279310597336,2000-06-30
129,3,10,7,9.340680312218478,2.065000882323202,2000-06-30
130,4,1,26,9.731611630357092,0.11213036521224803,2000-06-30
131,4,2,8,9.697228191461335,0.6283282466263784,2000-06-30
132,4,3,9,9.73931000072413,0.8013793920968781,2000-06-30
133,4,4,6,9.761245245719026,0.9233316550091873,2000-06-30
134,4,5,6,9.720203497296131,1.0103655522568116,2000-06-30
135,4,6,5,9.729265736269907,1.0640729646060327,2000-06-30
136,4,7,7,9.715739007023819,1.1703966507336874,2000-06-30
137,4,8,6,9.68749270523873,1.3382529377867936,2000-06-30
138,4,9,7,9.712599402071493,1.5213033117048163,2000-06-30
139,4,10,7,9.707981885347232,1.9541439455995935,2000-06-30
140,5,1,22,10.085165228321786,0.2443278467057933,2000-06-30
141,5,2,9,10.087063734692332,0.7253686538408153,2000-06-30
142,5,3,10,10.068357740102055,0.8401302510972656,2000-06-30
143,5,4,7,10.102492716008706,0.9578348893130736,2000-06-30
144,5,5,7,10.112517015806757,1.0844398957551205,2000-06-30
145,5,6,6,10.124411605003365,1.1546311556709743,2000-06-30
146,5,7,7,10.077921342248274,1.2344061089657374,2000-06-30
147,5,8,6,10.004712815771688,1.30142272509204,2000-06-30
148,5,9,8,10.078871227320057,1.4855252445760578,2000-06-30
149,5,10,7,10.111929744637104,1.9943846902331128,2000-06-30
150,6,1,26,10.397625569780352,0.12717850108680162,2000-06-30
151,6,2,8,10.426844692874546,0.6269144269781051,2000-06-30
152,6,3,8,10.438418022397475,0.7281245858124457,2000-06-30
153,6,4,6,10.409606540424415,0.8081107733157024,2000-06-30
154,6,5,10,10.347329169600565,0.8906902446232114,2000-06-30
155,6,6,9,10.38427150093268,0.995223104125743,2000-06-30
156,6,7,6,10.471043996868222,1.122971281447444,2000-06-30
157,6,8,7,10.476897368294118,1.2138482019570858,2000-06-30
158,6,9,7,10.384733302349597,1.3664751140973834,2000-06-30
159,6,10,7,10.440943527387992,2.0671596378625487,2000-06-30
160,7,1,21,10.8438192407347,0.12031737387245728,2000-06-30
161,7,2,10,10.80241655235412,0.49892970978173834,2000-06-30
162,7,3,10,10.802310337879696,0.6884120730081024,2000-06-30
163,7,4,7,10.79410430040715,0.8903915248545671,2000-06-30
164,7,5,6,10.864909865007727,1.0634486514315047,2000-06-30
165,7,6,8,10.788060538385782,1.1841239676494855,2000-06-30
166,7,7,6,10.84727775513567,1.2686488221180012,2000-06-30
167,7,8,7,10.816455669990406,1.382470218089405,2000-06-30
168,7,9,6,10.889988992996189,1.5080336084602237,2000-06-30
169,7,10,9,10.729686059562152,1.9466621188853557,2000-06-30
170,8,1,13,11.321909379898432,0.2056885068578041,2000-06-30
171,8,2,9,11.253455546877142,0.6308866507373525,2000-06-30
172,8,3,10,11.314462338871593,0.8171179631577873,2000-06-30
173,8,4,7,11.30944365085522,0.9175363072982173,2000-06-30
174,8,5,8,11.265222034210936,0.9937938597728282,2000-06-30
175,8,6,8,11.33154936465169,1.0683491121859081,2000-06-30
176,8,7,6,11.319857111531194,1.1505053536895373,2000-06-30
177,8,8,7,11.293344452669674,1.236034519203987,2000-06-30
178,8,9,7,11.296553566372566,1.3641682882839123,2000-06-30
179,8,10,10,11.363524027173964,1.7377591517564805,2000-06-30
180,9,1,14,11.85876304739811,0.27311952203957074,2000-06-30
181,9,2,7,11.99165653895173,0.6480864514800435,2000-06-30
182,9,3,10,11.963236218998356,0.79917814746762,2000-06-30
183,9,4,6,11.822417625835818,0.9347287377687427,2000-06-30
184,9,5,7,12.008795484184912,1.027227520739699,2000-06-30
185,9,6,9,11.77917614108977,1.1459023496497396,2000-06-30
186,9,7,5,12.166762400180925,1.2635163793343351,2000-06-30
187,9,8,8,11.945750520515745,1.3784371801340376,2000-06-30
188,9,9,8,11.809731145089469,1.5811907663025853,2000-06-30
189,9,10,10,12.101760886767284,1.9374427951646407,2000-06-30
190,10,1,10,13.061307579951057,0.1436978925858177,2000-06-30
191,10,2,6,14.825761249862452,0.7418246617302859,2000-06-30
192,10,3,6,13.787934102909572,0.9629550220600516,2000-06-30
193,10,4,5,14.472797680898154,1.1008912946180813,2000-06-30
194,10,5,7,13.106904088985345,1.2112858555742625,2000-06-30
195,10,6,6,13.235802400918663,1.2981455971180615,2000-06-30
196,10,7,5,13.819373006714034,1.3511347362650512,2000-06-30
197,10,8,6,13.448907898427791,1.421941841840417,2000-06-30
198,10,9,7,14.380199667438323,1.6080034382057309,2000-06-30
199,10,10,8,13.097473519909123,1.915671985580159,2000-06-30
200,1,1,7,8.371179906760029,0.48410911754556496,2001-06-30
201,1,2,6,8.191418714628846,0.8286080761311277,2001-06-30
202,1,3,6,8.388801415997568,1.0053640259570618,2001-06-30
203,1,4,6,8.147581627255674,1.140494890222345,2001-06-30
204,1,5,6,8.188559482140905,1.2278714709076057,2001-06-30
205,1,6,6,8.550759144592211,1.3751231640337893,2001-06-30
206,1,7,6,8.532487225360226,1.5159718522826928,2001-06-30
207,1,8,6,8.45367023972923,1.6618455444234017,2001-06-30
208,1,9,6,8.046167150908133,1.7691142740953147,2001-06-30
209,1,10,6,8.346239719991699,1.9991825742942806,2001-06-30
210,2,1,18,9.224726757039447,0.023751784222311334,2001-06-30
211,2,2,6,9.277193786656019,0.47480846300301055,2001-06-30
212,2,3,11,9.23113433018647,0.6374715972770816,2001-06-30
213,2,4,7,9.199071240933026,0.7840683716690677,2001-06-30
214,2,5,6,9.137580152767265,0.8807181408646413,2001-06-30
215,2,6,8,9.196796016886717,0.9814332176136489,2001-06-30
216,2,7,6,9.254208770589793,1.1257747838934165,2001-06-30
217,2,8,7,9.186244874408212,1.2834231885661078,2001-06-30
218,2,9,6,9.067805324212662,1.5688812352524926,2001-06-30
219,2,10,8,9.30495137367689,2.016251237269442,2001-06-30
220,3,1,26,9.609710043260172,0.19357012868415896,2001-06-30
221,3,2,9,9.714747166758741,0.674366571791685,2001-06-30
222,3,3,7,9.625929456743446,0.8315364897409944,2001-06-30
223,3,4,7,9.63822351793614,0.8887062441492765,2001-06-30
224,3,5,10,9.6378505329998,0.9925928937746118,2001-06-30
225,3,6,5,9.503213660855014,1.0904837557704012,2001-06-30
226,3,7,8,9.639355158988108,1.1807555503515506,2001-06-30
227,3,8,6,9.563037416965157,1.285982615545073,2001-06-30
228,3,9,9,9.50041959120696,1.4125739365677512,2001-06-30
229,3,10,10,9.596377952871844,1.858770871525611,2001-06-30
230,4,1,20,9.947665743596623,0.27183420608325937,2001-06-30
231,4,2,12,9.947634522444485,0.5909501285576503,2001-06-30
232,4,3,10,9.998415810140997,0.7714713356454612,2001-06-30
233,4,4,11,10.01571693177482,0.8982074612161957,2001-06-30
234,4,5,8,9.932030308745189,1.041723876669888,2001-06-30
235,4,6,6,9.942774897154292,1.1067158211051786,2001-06-30
236,4,7,7,10.018163889839874,1.2178271281278747,2001-06-30
237,4,8,7,9.950762206046123,1.330106633149853,2001-06-30
238,4,9,6,9.953387537121406,1.4720996655970586,2001-06-30
239,4,10,7,9.957880632037504,1.692314314730289,2001-06-30
240,5,1,23,10.230755419100776,0.06125269217153231,2001-06-30
241,5,2,10,10.23275396763007,0.5735709256796111,2001-06-30
242,5,3,10,10.210711329403036,0.7222964305231623,2001-06-30
243,5,4,6,10.19658568525339,0.8117336609399605,2001-06-30
244,5,5,6,10.250786902247526,0.9150610375182103,2001-06-30
245,5,6,10,10.239487542094903,1.0363736008002913,2001-06-30
246,5,7,6,10.218036563375545,1.128312117747243,2001-06-30
247,5,8,8,10.219241211568926,1.2950455109532721,2001-06-30
248,5,9,6,10.184095970280111,1.507468509745939,2001-06-30
249,5,10,8,10.203906350312469,2.236255990712239,2001-06-30
250,6,1,22,10.50403696169694,0.2785568734854775,2001-06-30
251,6,2,7,10.462123905577647,0.6448465569174687,2001-06-30
252,6,3,12,10.490520658431155,0.7716071332186937,2001-06-30
253,6,4,7,10.542087408453437,0.8702294012491396,2001-06-30
254,6,5,8,10.505792811704374,0.9887233796101755,2001-06-30
255,6,6,6,10.463808364906704,1.1211637805788057,2001-06-30
256,6,7,9,10.554044953316469,1.1695876945743262,2001-06-30
257,6,8,8,10.572947521658808,1.293148287127379,2001-06-30
258,6,9,7,10.505054112994527,1.4340476002532867,2001-06-30
259,6,10,11,10.474727627329667,1.9647583184629875,2001-06-30
260,7,1,14,10.85313300258822,0.27344143473055155,2001-06-30
261,7,2,9,10.807042540511686,0.5418672723391,2001-06-30
262,7,3,10,10.864756701509801,0.7237197265380292,2001-06-30
263,7,4,5,10.897691238055074,0.8341762215608041,2001-06-30
264,7,5,8,10.790332571549587,0.9496292363289618,2001-06-30
265,7,6,8,10.871722018777154,1.068836759289885,2001-06-30
266,7,7,5,10.79664742264625,1.1385512844571262,2001-06-30
267,7,8,7,10.89679953580406,1.2166837039844076,2001-06-30
268,7,9,9,10.818991299622041,1.325604788574577,2001-06-30
269,7,10,16,10.844460711838021,1.7695629973853706,2001-06-30
270,8,1,15,11.270527558436054,0.254804483140955,2001-06-30
271,8,2,8,11.248564187274912,0.5880566580456229,2001-06-30
272,8,3,8,11.355281191834994,0.7514382004114009,2001-06-30
273,8,4,9,11.195903721313975,0.9253615148322639,2001-06-30
274,8,5,7,11.26877154663062,1.0377665832210952,2001-06-30
275,8,6,6,11.2620601139772,1.1369932283204018,2001-06-30
276,8,7,7,11.246169536760323,1.201480721239408,2001-06-30
277,8,8,10,11.301004226367958,1.3951644042732962,2001-06-30
278,8,9,6,11.177332540252051,1.693694704303761,2001-06-30
279,8,10,8,11.257328919917871,2.1535227983778147,2001-06-30
280,9,1,8,12.03263193944079,0.37693816173024497,2001-06-30
281,9,2,8,11.856738620173445,0.6278802553165221,2001-06-30
282,9,3,6,12.11040124244147,0.7562794650186976,2001-06-30
283,9,4,6,11.918844218376742,0.8886050977549584,2001-06-30
284,9,5,6,11.968818730485017,1.0188497144526079,2001-06-30
285,9,6,5,12.048953847137161,1.1325719425119434,2001-06-30
286,9,7,6,12.224247577349738,1.178884802929951,2001-06-30
287,9,8,5,11.916399912910245,1.2396795477582465,2001-06-30
288,9,9,6,11.882545967176407,1.3981000877303547,2001-06-30
289,9,10,8,12.105130900710048,1.899756599070832,2001-06-30
290,10,1,6,13.408776834327389,0.5333256196083529,2001-06-30
291,10,2,5,14.358346922455112,0.721051485918504,2001-06-30
292,10,3,6,13.868683298255647,0.8589126015494598,2001-06-30
293,10,4,5,14.095470497790567,1.0661007330975618,2001-06-30
294,10,5,6,13.209147851970178,1.1676889981656167,2001-06-30
295,10,6,5,14.51350607245178,1.2128576731854817,2001-06-30
296,10,7,5,13.160958227265308,1.2821073501567075,2001-06-30
297,10,8,5,13.279860533790764,1.3386181709862284,2001-06-30
298,10,9,5,14.427971530827534,1.4442366704820429,2001-06-30
299,10,10,8,13.57218323223547,1.7686763444501146,2001-06-30
300,1,1,30,8.761972029518676,0.09057843564420537,2002-06-30
301,1,2,9,8.912220830207335,0.5046710587681352,2002-06-30
302,1,3,9,8.683625265460755,0.5740343810895766,2002-06-30
303,1,4,12,8.75922062023911,0.7200399832803911,2002-06-30
304,1,5,13,8.88141476829616,0.8667671263372075,2002-06-30
305,1,6,9,8.886736540428876,0.9627733319160614,2002-06-30
306,1,7,7,8.838078519612026,1.0813983669892602,2002-06-30
307,1,8,10,8.542476279319745,1.2282516725858612,2002-06-30
308,1,9,9,8.615734263999435,1.3762981098827691,2002-06-30
309,1,10,9,8.64242070571273,1.8730163782925346,2002-06-30
310,2,1,33,9.381292223535324,0.06527173941238788,2002-06-30
311,2,2,19,9.400952561201336,0.5656691658021399,2002-06-30
312,2,3,11,9.435470866370645,0.7036568480845088,2002-06-30
313,2,4,7,9.299765053535577,0.8069230817700822,2002-06-30
314,2,5,7,9.426308860764381,0.881472977989471,2002-06-30
315,2,6,8,9.4556495254441,0.9381838642269347,2002-06-30
316,2,7,9,9.435553613319298,1.07074197006965,2002-06-30
317,2,8,9,9.433543038410185,1.20444233095645,2002-06-30
318,2,9,11,9.453661296219122,1.3733461185293818,2002-06-30
319,2,10,16,9.361927103167794,1.992310701211262,2002-06-30
320,3,1,26,9.745285095852008,0.162319463580507,2002-06-30
321,3,2,19,9.769234392239087,0.4639825718085318,2002-06-30
322,3,3,15,9.727518237134158,0.6458969588909647,2002-06-30
323,3,4,12,9.747350476419756,0.8423521772430275,2002-06-30
324,3,5,9,9.748390224085647,0.9795367442138819,2002-06-30
325,3,6,7,9.752258344736267,1.0637634011231092,2002-06-30
326,3,7,8,9.732072451642605,1.172132442995778,2002-06-30
327,3,8,13,9.773854945333017,1.282163081123251,2002-06-30
328,3,9,8,9.820135715360134,1.5063196599393531,2002-06-30
329,3,10,10,9.741664791934861,1.9293206536843073,2002-06-30
330,4,1,23,10.074916682518403,0.335724183815699,2002-06-30
331,4,2,8,10.066010190759656,0.6956484536508554,2002-06-30
332,4,3,9,10.075693137211255,0.7771114892358455,2002-06-30
333,4,4,6,10.079927607971552,0.8435963108349406,2002-06-30
334,4,5,7,10.153110554089242,0.9076939545229921,2002-06-30
335,4,6,9,10.099411613266277,1.0287254085558013,2002-06-30
336,4,7,12,10.135117365350276,1.1286935035986263,2002-06-30
337,4,8,10,10.10119243364644,1.2581715767321193,2002-06-30
338,4,9,11,10.149255698097129,1.404315268311283,2002-06-30
339,4,10,13,10.13454399735083,2.0051325544814778,2002-06-30
340,5,1,15,10.353301743541074,0.15065937813155642,2002-06-30
341,5,2,11,10.402770157997491,0.5566038788502395,2002-06-30
342,5,3,11,10.379284989973753,0.6940041739405425,2002-06-30
343,5,4,6,10.414779252949343,0.8331603365474357,2002-06-30
344,5,5,8,10.3168860200862,0.9056149540562285,2002-06-30
345,5,6,10,10.377595826188266,0.9947666741361931,2002-06-30
346,5,7,6,10.343163914082806,1.1057772058625892,2002-06-30
347,5,8,13,10.405761801336977,1.2333647045433236,2002-06-30
348,5,9,11,10.375198492479571,1.4608544653748723,2002-06-30
349,5,10,15,10.34297929044402,1.9257361714492915,2002-06-30
350,6,1,17,10.63477090687414,0.1263726116535176,2002-06-30
351,6,2,7,10.653027325491431,0.552666863885513,2002-06-30
352,6,3,9,10.598917176936176,0.7182143864744377,2002-06-30
353,6,4,8,10.570412823170445,0.8623673406879767,2002-06-30
354,6,5,9,10.628599671025933,0.9721240450113908,2002-06-30
355,6,6,7,10.63158269248301,1.101875864147896,2002-06-30
356,6,7,5,10.595777859876652,1.1702876348022264,2002-06-30
357,6,8,6,10.662535990462523,1.3248995527340712,2002-06-30
358,6,9,7,10.655920219550891,1.5189714124129134,2002-06-30
359,6,10,13,10.621973474459256,1.904427391938356,2002-06-30
360,7,1,12,10.930535901039837,0.3907527985428763,2002-06-30
361,7,2,11,11.02636617848589,0.6480017364813209,2002-06-30
362,7,3,5,10.96250996836234,0.7984727860952795,2002-06-30
363,7,4,7,10.981152785160488,0.8998915582079371,2002-06-30
364,7,5,6,10.956063953678685,0.989636944314421,2002-06-30
365,7,6,6,10.907403712686438,1.066107761690953,2002-06-30
366,7,7,8,10.939062132619767,1.1468435871360776,2002-06-30
367,7,8,5,10.998945969028998,1.2162995929359819,2002-06-30
368,7,9,12,11.019462034409976,1.4060354058951583,2002-06-30
369,7,10,7,10.848563469477416,1.8343440413841228,2002-06-30
370,8,1,10,11.550070762538695,0.39467039523429315,2002-06-30
371,8,2,7,11.553458414818119,0.6303636570914647,2002-06-30
372,8,3,6,11.552152790712752,0.7274552039662691,2002-06-30
373,8,4,6,11.47893402415376,0.8360431093908735,2002-06-30
374,8,5,9,11.468015342239692,0.9817911481303354,2002-06-30
375,8,6,5,11.34371039903553,1.1043172507912726,2002-06-30
376,8,7,6,11.386547324795808,1.1689490236519826,2002-06-30
377,8,8,7,11.425944927430901,1.274181820640478,2002-06-30
378,8,9,9,11.414316522555144,1.4582846576404773,2002-06-30
379,8,10,13,11.446098332197185,2.0562329124662075,2002-06-30
380,9,1,7,12.217528366795806,0.5634708652662557,2002-06-30
381,9,2,6,12.130845472837668,0.7911934412238568,2002-06-30
382,9,3,7,12.1670393323195,0.9347247217474953,2002-06-30
383,9,4,6,12.392056136905886,1.0316266669232812,2002-06-30
384,9,5,6,12.33607902989642,1.1302670014127887,2002-06-30
385,9,6,6,12.482195802499781,1.1923434063200224,2002-06-30
386,9,7,6,12.463368467819487,1.2457646086300687,2002-06-30
387,9,8,6,12.26197753118513,1.3042654772115665,2002-06-30
388,9,9,7,12.359118179752945,1.4944373906971293,2002-06-30
389,9,10,9,12.357476848963913,3.210128849508144,2002-06-30
390,10,1,5,13.98867387136965,0.38665650254617473,2002-06-30
391,10,2,5,15.046657017997607,0.6435552506608964,2002-06-30
392,10,3,7,14.445587712408985,0.8483214520015706,2002-06-30
393,10,4,5,14.442289396171265,1.054938109496906,2002-06-30
394,10,5,5,14.825982556651095,1.1304561607449934,2002-06-30
395,10,6,5,13.372194044283557,1.1777755385175754,2002-06-30
396,10,7,5,13.976230625212546,1.247560568029014,2002-06-30
397,10,8,5,13.46463519691236,1.3258698205879835,2002-06-30
398,10,9,5,14.569041923352131,1.447417053784092,2002-06-30
399,10,10,10,13.729278662240535,1.728913612084708,2002-06-30
400,1,1,16,8.574530051256843,-0.2753704294281242,2003-06-30
401,1,2,19,8.68283815395453,0.17629862128482085,2003-06-30
402,1,3,19,8.741570118232728,0.36331221712280276,2003-06-30
403,1,4,16,8.701369107618184,0.48301425843612095,2003-06-30
404,1,5,6,8.849134488385351,0.5743967220567828,2003-06-30
405,1,6,20,8.787291453132347,0.6888692738195725,2003-06-30
406,1,7,23,8.679905814867528,0.9013890546471205,2003-06-30
407,1,8,18,8.820643922873138,1.1245160490059833,2003-06-30
408,1,9,13,8.670871203783074,1.3546953725788773,2003-06-30
409,1,10,19,8.769795962154973,1.7883084930534894,2003-06-30
410,2,1,25,9.31388458643304,0.06665309799554368,2003-06-30
411,2,2,9,9.270294367364055,0.4024993405738929,2003-06-30
412,2,3,9,9.26706486152881,0.5075998075521541,2003-06-30
413,2,4,9,9.29389419615748,0.5685422849733898,2003-06-30
414,2,5,17,9.264885793438607,0.6882997708129148,2003-06-30
415,2,6,12,9.293516178058399,0.8095558621251918,2003-06-30
416,2,7,10,9.300458953745348,0.9174184928766008,2003-06-30
417,2,8,22,9.284554998046936,1.1002109288241984,2003-06-30
418,2,9,15,9.239909615009351,1.4234800797933935,2003-06-30
419,2,10,22,9.297844107007478,2.0100218060098825,2003-06-30
420,3,1,16,9.624929249835402,-0.009877383323549803,2003-06-30
421,3,2,14,9.591604791376312,0.42359017037022,2003-06-30
422,3,3,9,9.615180949872144,0.6201035174414369,2003-06-30
423,3,4,7,9.622852018854147,0.7002582755669116,2003-06-30
424,3,5,8,9.5699781422917,0.7643466033971094,2003-06-30
425,3,6,9,9.600845792311006,0.8458486218886968,2003-06-30
426,3,7,11,9.613463435094774,0.9284246436152237,2003-06-30
427,3,8,12,9.599025306101387,1.0670166307967086,2003-06-30
428,3,9,11,9.63793448963408,1.2030302258573913,2003-06-30
429,3,10,36,9.615621411817745,1.7320399539106726,2003-06-30
430,4,1,18,9.940175838855762,0.06931915730113672,2003-06-30
431,4,2,10,9.967379355059311,0.4421369365730931,2003-06-30
432,4,3,8,9.997056404513765,0.5609893748176401,2003-06-30
433,4,4,7,9.847098978518178,0.6017375043073423,2003-06-30
434,4,5,7,9.954570239595432,0.6326828182231888,2003-06-30
435,4,6,11,9.9762671724825,0.7396603981373783,2003-06-30
436,4,7,6,9.965580596972606,0.8375605184749432,2003-06-30
437,4,8,19,9.914452656878062,1.0178346030551975,2003-06-30
438,4,9,16,9.917204329327266,1.2311221076136545,2003-06-30
439,4,10,32,9.93595905069888,1.7496522890610493,2003-06-30
440,5,1,12,10.255827894354148,0.08919988764980848,2003-06-30
441,5,2,8,10.2236741547209,0.4065335510318325,2003-06-30
442,5,3,10,10.31719681470654,0.49130997496264406,2003-06-30
443,5,4,8,10.27047252207414,0.605498667688295,2003-06-30
444,5,5,7,10.240438780014623,0.6859257714837889,2003-06-30
445,5,6,8,10.261000528262269,0.812750100538331,2003-06-30
446,5,7,10,10.249259572183542,0.9000705508217146,2003-06-30
447,5,8,8,10.304066682682882,0.9794091205671086,2003-06-30
448,5,9,9,10.31435610753881,1.1398023701036335,2003-06-30
449,5,10,30,10.29177992973907,1.7612722200638904,2003-06-30
450,6,1,7,10.526132397671079,0.08309782334710966,2003-06-30
451,6,2,9,10.605786227398866,0.3633239497204692,2003-06-30
452,6,3,7,10.626294375859162,0.4869037514786914,2003-06-30
453,6,4,5,10.553095676573445,0.6147326051443839,2003-06-30
454,6,5,11,10.607407890223703,0.7697197690916604,2003-06-30
455,6,6,8,10.572713513780107,0.9047508521595903,2003-06-30
456,6,7,7,10.575061175102201,0.9829186953720638,2003-06-30
457,6,8,9,10.617541089854246,1.1008572055955752,2003-06-30
458,6,9,13,10.626878529356608,1.3302991480620354,2003-06-30
459,6,10,14,10.62511801150218,1.7611638572331085,2003-06-30
460,7,1,9,10.928484059111092,0.032365078231675656,2003-06-30
461,7,2,7,11.066971237771195,0.42300000347606304,2003-06-30
462,7,3,7,10.920827929462176,0.6004089243122247,2003-06-30
463,7,4,6,10.855359087429528,0.7680604461988513,2003-06-30
464,7,5,9,10.976896476331719,0.8557295923618583,2003-06-30
465,7,6,11,11.026827731208318,0.9770661380854769,2003-06-30
466,7,7,7,10.98397501542294,1.1047886355717174,2003-06-30
467,7,8,10,10.999839693286425,1.1918723832088656,2003-06-30
468,7,9,10,11.027008640413925,1.3861957747426497,2003-06-30
469,7,10,16,10.983496041958642,2.014178635639977,2003-06-30
470,8,1,6,11.519367774426115,0.25931945390886174,2003-06-30
471,8,2,7,11.517820562113917,0.47551707796859377,2003-06-30
472,8,3,5,11.543234003138405,0.5222938857633599,2003-06-30
473,8,4,6,11.601548668662446,0.5860376167817479,2003-06-30
474,8,5,7,11.482562848065283,0.7626286620996997,2003-06-30
475,8,6,5,11.537462989197135,0.8344855090098576,2003-06-30
476,8,7,8,11.53101155383004,0.9795306188225958,2003-06-30
477,8,8,7,11.513503437691485,1.122583490553484,2003-06-30
478,8,9,12,11.41097557486549,1.4719898406171132,2003-06-30
479,8,10,14,11.505326985064526,2.472834352897743,2003-06-30
480,9,1,8,12.44057056596007,0.47791610199263107,2003-06-30
481,9,2,5,12.303217113208214,0.7748020328497327,2003-06-30
482,9,3,6,12.551201502689878,0.9166878045749326,2003-06-30
483,9,4,5,12.204125090103023,0.9893138643839168,2003-06-30
484,9,5,6,12.51333043996722,1.0766675998965605,2003-06-30
485,9,6,5,12.748810021760983,1.166763270699656,2003-06-30
486,9,7,5,12.785058469866259,1.2213580207226777,2003-06-30
487,9,8,7,12.354634805053383,1.3499130991767014,2003-06-30
488,9,9,8,12.36854421904209,1.5977103937755577,2003-06-30
489,9,10,10,12.318945634813613,2.3162558159624522,2003-06-30
490,10,1,6,14.208867180484589,0.2656885164957779,2003-06-30
491,10,2,6,14.449288315753504,0.5684823507771463,2003-06-30
492,10,3,5,14.454397470405505,0.78096260220556,2003-06-30
493,10,4,7,14.443964037733343,0.8956459734892533,2003-06-30
494,10,5,5,14.06630407129651,1.0206441082727529,2003-06-30
495,10,6,6,14.96558468412013,1.1615320272730114,2003-06-30
496,10,7,5,13.635659467000309,1.2869839065966935,2003-06-30
497,10,8,6,13.832443224823706,1.3924187847309728,2003-06-30
498,10,9,5,14.486314973550202,1.541763068903329,2003-06-30
499,10,10,13,13.485456215505538,2.0732290978877894,2003-06-30
500,1,1,36,8.40342054100425,-0.44505031990260835,2004-06-30
501,1,2,23,8.421207167076917,0.012679514027129704,2004-06-30
502,1,3,14,8.459082525803515,0.12010593228080871,2004-06-30
503,1,4,15,8.619045547119887,0.2024897380227128,2004-06-30
504,1,5,15,8.582720398843442,0.27120005390393426,2004-06-30
505,1,6,27,8.570976673840999,0.391592404149183,2004-06-30
506,1,7,20,8.54078320186726,0.5604202124563015,2004-06-30
507,1,8,26,8.5695499132511,0.6932318501436529,2004-06-30
508,1,9,27,8.665061959296635,0.866149360139547,2004-06-30
509,1,10,78,8.522695494189996,1.395206165738251,2004-06-30
510,2,1,17,9.174015465018712,-0.3607989874034957,2004-06-30
511,2,2,12,9.244252410191157,0.15726124277091957,2004-06-30
512,2,3,18,9.216077178222127,0.3071601735299252,2004-06-30
513,2,4,9,9.192278979268782,0.41447632895173986,2004-06-30
514,2,5,13,9.235148055746626,0.48982638749167023,2004-06-30
515,2,6,15,9.281235527641671,0.6015074367506525,2004-06-30
516,2,7,10,9.142773960111786,0.7080032592460079,2004-06-30
517,2,8,17,9.23057670405058,0.8104757454511973,2004-06-30
518,2,9,23,9.242746728832465,0.9818463094537911,2004-06-30
519,2,10,36,9.240654495101971,1.609661964168363,2004-06-30
520,3,1,18,9.581870338535968,-0.40040686769513884,2004-06-30
521,3,2,11,9.61951201578875,0.09453568476970485,2004-06-30
522,3,3,11,9.604720792428214,0.19650206403577436,2004-06-30
523,3,4,10,9.614010720548757,0.31073687908457026,2004-06-30
524,3,5,8,9.560926834069685,0.3910413518819331,2004-06-30
525,3,6,9,9.630420525550232,0.4508738933852232,2004-06-30
526,3,7,19,9.523870379320671,0.6182281836567729,2004-06-30
527,3,8,13,9.63632139496719,0.8412122918613887,2004-06-30
528,3,9,22,9.583716819875105,1.103388115955225,2004-06-30
529,3,10,32,9.576586386979676,1.6846784567856723,2004-06-30
530,4,1,12,9.94146109748617,-0.3347237467835504,2004-06-30
531,4,2,10,9.970357877283996,0.09586446438592636,2004-06-30
