,Date,size_decile,pre_beta_decile,ret
28065,2022-11-30,7,6,0.05822439689690071
28066,2022-11-30,7,7,0.07585285333888925
28067,2022-11-30,7,8,0.056936017669737986
28068,2022-11-30,7,9,0.12000486925603168
28069,2022-11-30,7,10,0.12205137336320784
28070,2022-11-30,8,1,0.04690001303427588
28071,2022-11-30,8,2,0.08567278833944711
28072,2022-11-30,8,3,0.1019936820578184
28073,2022-11-30,8,4,0.1403522047132984
28074,2022-11-30,8,5,0.2606904473710446
28075,2022-11-30,8,6,0.06507957101859276
28076,2022-11-30,8,7,0.09901406020322961
28077,2022-11-30,8,8,0.11562136073969999
28078,2022-11-30,8,9,0.1458306201397976
28079,2022-11-30,8,10,0.09314348962452818
28080,2022-11-30,9,1,0.06596682527175393
28081,2022-11-30,9,2,0.14327422334873324
28082,2022-11-30,9,3,0.09890241496837536
28083,2022-11-30,9,4,0.05900044757317276
28084,2022-11-30,9,5,0.10143333951129876
28085,2022-11-30,9,6,0.056937978962392555
28086,2022-11-30,9,7,-0.008083098226789553
28087,2022-11-30,9,8,0.10092677301763953
28088,2022-11-30,9,9,0.06330348258380995
28089,2022-11-30,9,10,0.07843705947146802
28090,2022-11-30,10,1,0.08803804150042376
28091,2022-11-30,10,2,0.022764721743361842
28092,2022-11-30,10,3,0.11415299540589978
28093,2022-11-30,10,4,0.04292125800400917
28094,2022-11-30,10,5,0.011859770926601223
28095,2022-11-30,10,6,0.04656647497682546
28096,2022-11-30,10,7,0.130835512713409
28097,2022-11-30,10,8,0.10193680192691906
28098,2022-11-30,10,9,0.018795601217141918
28099,2022-11-30,10,10,0.10460698088394571
28100,2022-12-31,1,1,-0.051907038955349795
28101,2022-12-31,1,2,-0.08195408882009439
28102,2022-12-31,1,3,-0.05428422892530782
28103,2022-12-31,1,4,-0.05749127325541398
28104,2022-12-31,1,5,0.0027129527887164297
28105,2022-12-31,1,6,-0.05533931175293726
28106,2022-12-31,1,7,-0.07841968628063742
28107,2022-12-31,1,8,-0.06326752723967105
28108,2022-12-31,1,9,-0.07314590417340947
28109,2022-12-31,1,10,-0.061467602306724003
28110,2022-12-31,2,1,-0.047164992295067466
28111,2022-12-31,2,2,-0.056323766812544425
28112,2022-12-31,2,3,-0.035091514194101
28113,2022-12-31,2,4,-0.10072722811441413
28114,2022-12-31,2,5,-0.06063026982255726
28115,2022-12-31,2,6,-0.036137823917577236
28116,2022-12-31,2,7,-0.07234632722774945
28117,2022-12-31,2,8,-0.0936870348278616
28118,2022-12-31,2,9,-0.06384231070474285
28119,2022-12-31,2,10,-0.07033343379126618
28120,2022-12-31,3,1,-0.03484149134525292
28121,2022-12-31,3,2,-0.07195066385692861
28122,2022-12-31,3,3,-0.0702611176229085
28123,2022-12-31,3,4,-0.07119687519225361
28124,2022-12-31,3,5,-0.03912523806596254
28125,2022-12-31,3,6,-0.050218418420060286
28126,2022-12-31,3,7,-0.0582289767897542
28127,2022-12-31,3,8,-0.016494842481338864
28128,2022-12-31,3,9,-0.03649255636052302
28129,2022-12-31,3,10,-0.02441951706075429
28130,2022-12-31,4,1,-0.03444538008906201
28131,2022-12-31,4,2,-0.0677077353818508
28132,2022-12-31,4,3,-0.05547290725360368
28133,2022-12-31,4,4,-0.06445761690384884
28134,2022-12-31,4,5,-0.010142244496310373
28135,2022-12-31,4,6,-0.04259840766932806
28136,2022-12-31,4,7,-0.023322536275140162
28137,2022-12-31,4,8,-0.02242959198842117
28138,2022-12-31,4,9,-0.06767105310525638
28139,2022-12-31,4,10,-0.08794128837129751
28140,2022-12-31,5,1,-0.07627908358401848
28141,2022-12-31,5,2,-0.038453047479065736
28142,2022-12-31,5,3,-0.07840776976820425
28143,2022-12-31,5,4,-0.00487840186725752
28144,2022-12-31,5,5,-0.09275488309125025
28145,2022-12-31,5,6,-0.042734917501940334
28146,2022-12-31,5,7,-0.008645793304225786
28147,2022-12-31,5,8,-0.06330216436437563
28148,2022-12-31,5,9,-0.0812998983572216
28149,2022-12-31,5,10,-0.07499559362052434
28150,2022-12-31,6,1,-0.027838260571321067
28151,2022-12-31,6,2,-0.017564275604675415
28152,2022-12-31,6,3,0.00505084597167027
28153,2022-12-31,6,4,-0.040936552102384394
28154,2022-12-31,6,5,-0.013258412561523557
28155,2022-12-31,6,6,-0.013687801123716401
28156,2022-12-31,6,7,-0.04158614680992437
28157,2022-12-31,6,8,-0.03175729575274236
28158,2022-12-31,6,9,-0.07149446693670752
28159,2022-12-31,6,10,-0.07171501422095129
28160,2022-12-31,7,1,-0.03886260872484758
28161,2022-12-31,7,2,-0.04262426825293185
28162,2022-12-31,7,3,-0.01156581225253246
28163,2022-12-31,7,4,-0.0271620674194075
28164,2022-12-31,7,5,-0.06450666179446718
28165,2022-12-31,7,6,-0.05158665080287055
28166,2022-12-31,7,7,-0.033647963027986415
28167,2022-12-31,7,8,-0.07764920076389194
28168,2022-12-31,7,9,-0.051122438984402774
28169,2022-12-31,7,10,-0.06324938824481854
28170,2022-12-31,8,1,-0.005135249984445043
28171,2022-12-31,8,2,-0.012053304298002696
28172,2022-12-31,8,3,-0.010205570222784184
28173,2022-12-31,8,4,0.06766602901052676
28174,2022-12-31,8,5,0.009467988034344994
28175,2022-12-31,8,6,-0.0013580027754055107
28176,2022-12-31,8,7,-0.037319048504244466
28177,2022-12-31,8,8,-0.0011486980052463705
28178,2022-12-31,8,9,-0.0453164418785014
28179,2022-12-31,8,10,-0.06355828321808936
28180,2022-12-31,9,1,0.002095618953516354
28181,2022-12-31,9,2,-0.008257662509633255
28182,2022-12-31,9,3,0.039238047085670136
28183,2022-12-31,9,4,0.019308715564792283
28184,2022-12-31,9,5,0.011348525003473619
28185,2022-12-31,9,6,-0.09945874767833345
28186,2022-12-31,9,7,-0.054216163529975506
28187,2022-12-31,9,8,-0.11465194234039022
28188,2022-12-31,9,9,-0.08019131588295784
28189,2022-12-31,9,10,-0.11287648641920009
28190,2022-12-31,10,1,-0.014843624600945555
28191,2022-12-31,10,2,-0.04131226764724044
28192,2022-12-31,10,3,0.012046925749827889
28193,2022-12-31,10,4,0.035225771724300844
28194,2022-12-31,10,5,-0.047340185079441474
28195,2022-12-31,10,6,-0.07585276874497436
28196,2022-12-31,10,7,-0.09006723787099537
28197,2022-12-31,10,8,-0.056227874074472994
28198,2022-12-31,10,9,-0.12735067553409646
28199,2022-12-31,10,10,-0.11726034525660183
28200,2023-01-31,1,1,0.06844004373057226
28201,2023-01-31,1,2,0.06217824049354985
28202,2023-01-31,1,3,0.11686765257755986
28203,2023-01-31,1,4,0.11099883650183948
28204,2023-01-31,1,5,0.10289742619080791
28205,2023-01-31,1,6,0.08547129083940662
28206,2023-01-31,1,7,0.12810953714743187
28207,2023-01-31,1,8,0.11194433763419506
28208,2023-01-31,1,9,0.13921657784852276
28209,2023-01-31,1,10,0.10553406146717219
28210,2023-01-31,2,1,0.0790476577669476
28211,2023-01-31,2,2,0.064304694530071
28212,2023-01-31,2,3,0.08930170132341185
28213,2023-01-31,2,4,0.14957879341447175
28214,2023-01-31,2,5,0.09324833026020875
28215,2023-01-31,2,6,0.11528233659952715
28216,2023-01-31,2,7,0.08478766899049248
28217,2023-01-31,2,8,0.09658972404723984
28218,2023-01-31,2,9,0.11350463300480342
28219,2023-01-31,2,10,0.13114111333832426
28220,2023-01-31,3,1,0.06393676305785222
28221,2023-01-31,3,2,0.10015178655846961
28222,2023-01-31,3,3,0.08159290881816268
28223,2023-01-31,3,4,0.10995088616768613
28224,2023-01-31,3,5,0.09955603665294913
28225,2023-01-31,3,6,0.08724603412235182
28226,2023-01-31,3,7,0.06481739877898186
28227,2023-01-31,3,8,0.060794474638387976
28228,2023-01-31,3,9,0.09659850534696975
28229,2023-01-31,3,10,0.11881013257669795
28230,2023-01-31,4,1,0.08410911765736181
28231,2023-01-31,4,2,0.06110908119794409
28232,2023-01-31,4,3,0.06777358586621629
28233,2023-01-31,4,4,0.06626990530764448
28234,2023-01-31,4,5,0.07562781911298742
28235,2023-01-31,4,6,0.10728438025961785
28236,2023-01-31,4,7,0.0938817398488944
28237,2023-01-31,4,8,0.13860696852084572
28238,2023-01-31,4,9,0.1213167559456572
28239,2023-01-31,4,10,0.12006152905918752
28240,2023-01-31,5,1,0.08315007914205699
28241,2023-01-31,5,2,0.06607550623472294
28242,2023-01-31,5,3,0.019170967330836026
28243,2023-01-31,5,4,0.11121739743018313
28244,2023-01-31,5,5,0.0946032311214363
28245,2023-01-31,5,6,0.05986428846277755
28246,2023-01-31,5,7,0.07119694177709772
28247,2023-01-31,5,8,0.05533491711163458
28248,2023-01-31,5,9,0.11241415441468548
28249,2023-01-31,5,10,0.07029167398828516
28250,2023-01-31,6,1,0.06291217074025249
28251,2023-01-31,6,2,0.08811182143128977
28252,2023-01-31,6,3,-0.009265010091496653
28253,2023-01-31,6,4,0.0649588268344614
28254,2023-01-31,6,5,0.07415074894279695
28255,2023-01-31,6,6,0.03270493587286918
28256,2023-01-31,6,7,0.04757369029863629
28257,2023-01-31,6,8,0.07074815304543182
28258,2023-01-31,6,9,0.07011083775582981
28259,2023-01-31,6,10,0.11680228524541934
28260,2023-01-31,7,1,0.10476413486038308
28261,2023-01-31,7,2,0.03335919328535356
28262,2023-01-31,7,3,0.06916652893347507
28263,2023-01-31,7,4,0.05566254379454898
28264,2023-01-31,7,5,0.04609780109269619
28265,2023-01-31,7,6,0.057124824893040924
28266,2023-01-31,7,7,0.023154133351617392
28267,2023-01-31,7,8,0.11641621521076136
28268,2023-01-31,7,9,0.0777792688542158
28269,2023-01-31,7,10,0.0824579272598071
28270,2023-01-31,8,1,0.04676734220892952
28271,2023-01-31,8,2,0.007346588382329473
28272,2023-01-31,8,3,0.05240049741276991
28273,2023-01-31,8,4,0.058404450417673434
28274,2023-01-31,8,5,0.038353729129473324
28275,2023-01-31,8,6,0.06583650889529542
28276,2023-01-31,8,7,0.048360575900565306
28277,2023-01-31,8,8,0.07381816064459343
28278,2023-01-31,8,9,0.06494027274590806
28279,2023-01-31,8,10,0.06900437370150331
28280,2023-01-31,9,1,0.021357165446571937
28281,2023-01-31,9,2,0.04547181421234233
28282,2023-01-31,9,3,0.050278065098477515
28283,2023-01-31,9,4,0.04149776857009915
28284,2023-01-31,9,5,0.08125110174538226
28285,2023-01-31,9,6,0.10800065840174759
28286,2023-01-31,9,7,0.06513609869459484
28287,2023-01-31,9,8,0.12299077697174333
28288,2023-01-31,9,9,0.11304449498492183
28289,2023-01-31,9,10,0.09334038452432813
28290,2023-01-31,10,1,0.019468530792523135
28291,2023-01-31,10,2,0.009517751834557145
28292,2023-01-31,10,3,-0.011736598121863173
28293,2023-01-31,10,4,0.005924636941878364
28294,2023-01-31,10,5,0.021908677586700058
28295,2023-01-31,10,6,0.04923143482196379
28296,2023-01-31,10,7,0.11331987783931245
28297,2023-01-31,10,8,0.06541411864415725
28298,2023-01-31,10,9,0.09577691572487024
28299,2023-01-31,10,10,0.13451082703067332
28300,2023-02-28,1,1,-0.017537087280738637
28301,2023-02-28,1,2,-0.00795062331263428
28302,2023-02-28,1,3,0.052228727683888435
28303,2023-02-28,1,4,-0.007500863317745836
28304,2023-02-28,1,5,0.015028917515247682
28305,2023-02-28,1,6,0.002195124948253334
28306,2023-02-28,1,7,-0.040575306183842336
28307,2023-02-28,1,8,0.022615817776439097
28308,2023-02-28,1,9,0.04582686125165812
28309,2023-02-28,1,10,0.012155121036193964
28310,2023-02-28,2,1,-0.02025894640815594
28311,2023-02-28,2,2,-0.003398558660474627
28312,2023-02-28,2,3,0.002770750031219835
28313,2023-02-28,2,4,0.005734781857278221
28314,2023-02-28,2,5,0.006575542309912683
28315,2023-02-28,2,6,-0.02921582120675261
28316,2023-02-28,2,7,0.0200792625976088
28317,2023-02-28,2,8,-0.003834131080705196
28318,2023-02-28,2,9,-0.006006790939467809
28319,2023-02-28,2,10,-0.01243283925130902
28320,2023-02-28,3,1,-0.0027542614756682292
28321,2023-02-28,3,2,0.0016406060527040078
28322,2023-02-28,3,3,-0.022513054308139043
28323,2023-02-28,3,4,-0.016601676327353047
28324,2023-02-28,3,5,0.039952074602157446
28325,2023-02-28,3,6,-0.01880683580153592
28326,2023-02-28,3,7,-0.000808399191851996
28327,2023-02-28,3,8,0.03722540978328046
28328,2023-02-28,3,9,0.001978015418220651
28329,2023-02-28,3,10,0.005829740340424745
28330,2023-02-28,4,1,0.0016051711995740106
28331,2023-02-28,4,2,-0.028521127712607286
28332,2023-02-28,4,3,-0.006656605528466051
28333,2023-02-28,4,4,0.005058501621005545
28334,2023-02-28,4,5,0.011158353760725558
